AIRCRAFT,PHASE_OF_FLIGHT,SPECIES,TIME_OF_DAY,HEIGHT,DAMAGE_SEVERITY
UNKNOWN,Take-off run,Barn swallow,UNKNOWN,0,0
UNKNOWN,Approach,Gulls,UNKNOWN,1600,0
UNKNOWN,nan,Laughing gull,UNKNOWN,-1,0
UNKNOWN,nan,Killdeer,UNKNOWN,-1,0
UNKNOWN,nan,Pacific golden-plover,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,200,0
UNKNOWN,nan,Cliff swallow,UNKNOWN,-1,0
UNKNOWN,nan,Horned lark,UNKNOWN,-1,0
UNKNOWN,nan,Silver-haired bat,UNKNOWN,-1,0
UNKNOWN,Descent,Unknown bird,UNKNOWN,11800,0
UNKNOWN,Landing Roll,Ring-billed gull,UNKNOWN,0,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,50,0
UNKNOWN,nan,Cliff swallow,UNKNOWN,-1,0
UNKNOWN,nan,Unknown bird - small,UNKNOWN,-1,0
UNKNOWN,Landing Roll,Rough-legged hawk,UNKNOWN,0,0
UNKNOWN,Approach,Unknown bird - large,UNKNOWN,300,0
UNKNOWN,Descent,Unknown bird - medium,UNKNOWN,10000,0
UNKNOWN,Landing Roll,Virginia opossum,UNKNOWN,0,1
UNKNOWN,Landing Roll,European starling,UNKNOWN,0,0
UNKNOWN,Take-off run,Red-tailed hawk,UNKNOWN,0,0
UNKNOWN,Climb,Unknown bird - small,UNKNOWN,3500,0
UNKNOWN,nan,European starling,UNKNOWN,-1,0
UNKNOWN,Approach,Common grackle,UNKNOWN,-1,0
UNKNOWN,Landing Roll,Barn swallow,UNKNOWN,0,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,3000,0
UNKNOWN,nan,European starling,UNKNOWN,-1,0
UNKNOWN,nan,Least sandpiper,UNKNOWN,-1,0
UNKNOWN,nan,Unknown bird - small,UNKNOWN,-1,0
UNKNOWN,nan,Killdeer,UNKNOWN,-1,0
UNKNOWN,Landing Roll,Unknown bird - small,UNKNOWN,0,0
UNKNOWN,Landing Roll,Cliff swallow,UNKNOWN,0,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,3700,0
UNKNOWN,nan,Burrowing owl,UNKNOWN,-1,0
UNKNOWN,nan,Tree swallow,UNKNOWN,-1,0
UNKNOWN,nan,Unknown bird,UNKNOWN,-1,0
UNKNOWN,nan,Killdeer,UNKNOWN,-1,0
UNKNOWN,Climb,Sparrows,UNKNOWN,300,0
UNKNOWN,Take-off run,Horned lark,UNKNOWN,0,0
UNKNOWN,Climb,Unknown bird - medium,UNKNOWN,3000,0
UNKNOWN,nan,Rock pigeon,UNKNOWN,-1,0
UNKNOWN,Take-off run,Unknown bird - small,UNKNOWN,0,0
UNKNOWN,Landing Roll,Unknown bird,UNKNOWN,0,0
UNKNOWN,Climb,Unknown bird - small,UNKNOWN,4500,0
UNKNOWN,Approach,American crow,UNKNOWN,330,0
UNKNOWN,Climb,Greater white-fronted goose,UNKNOWN,100,0
UNKNOWN,Descent,Unknown bird - medium,UNKNOWN,-1,0
UNKNOWN,nan,Barn swallow,UNKNOWN,-1,0
UNKNOWN,nan,Ring-billed gull,UNKNOWN,-1,0
UNKNOWN,Approach,Gulls,UNKNOWN,100,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,30,0
UNKNOWN,Approach,Unknown bird - large,UNKNOWN,4000,0
UNKNOWN,Climb,Unknown bird - medium,UNKNOWN,50,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,1100,0
UNKNOWN,Landing Roll,Gulls,UNKNOWN,0,0
UNKNOWN,Approach,Swallows,UNKNOWN,-1,0
UNKNOWN,Landing Roll,Unknown bird - small,UNKNOWN,0,0
UNKNOWN,nan,Thrushes,UNKNOWN,-1,0
UNKNOWN,nan,Unknown bird,UNKNOWN,-1,0
UNKNOWN,nan,American robin,UNKNOWN,-1,0
UNKNOWN,nan,Coyote,UNKNOWN,-1,0
UNKNOWN,nan,Horned lark,UNKNOWN,-1,0
UNKNOWN,En Route,Unknown bird - small,UNKNOWN,1500,2
UNKNOWN,Take-off run,Black-tailed jackrabbit,UNKNOWN,0,0
UNKNOWN,Climb,Bank swallow,UNKNOWN,150,0
UNKNOWN,Landing Roll,Cliff swallow,UNKNOWN,0,0
UNKNOWN,Landing Roll,Sparrows,UNKNOWN,0,0
UNKNOWN,APPROACH,Unknown bird,UNKNOWN,-1,0
UNKNOWN,Climb,Barn swallow,UNKNOWN,5,0
UNKNOWN,Climb,Unknown bird - small,UNKNOWN,3000,0
UNKNOWN,Landing Roll,Horned lark,UNKNOWN,0,0
UNKNOWN,nan,White-winged dove,UNKNOWN,-1,0
UNKNOWN,nan,Unknown bird - small,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird,UNKNOWN,-1,0
UNKNOWN,Climb,Unknown bird - large,UNKNOWN,1000,0
UNKNOWN,Landing Roll,Northern shoveler,UNKNOWN,0,0
UNKNOWN,Approach,Scarlet tanager,UNKNOWN,-1,0
UNKNOWN,En Route,Unknown bird - small,UNKNOWN,1700,0
UNKNOWN,Approach,Big brown bat,UNKNOWN,200,0
UNKNOWN,nan,Killdeer,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,1500,0
UNKNOWN,Climb,American robin,UNKNOWN,1800,0
UNKNOWN,Take-off run,Tree swallow,UNKNOWN,0,0
UNKNOWN,nan,White-throated sparrow,UNKNOWN,-1,0
UNKNOWN,nan,American kestrel,UNKNOWN,-1,0
UNKNOWN,Descent,Unknown bird - small,UNKNOWN,9600,0
UNKNOWN,Approach,Unknown bird,UNKNOWN,100,0
UNKNOWN,nan,American kestrel,UNKNOWN,-1,0
UNKNOWN,Climb,Unknown bird,UNKNOWN,-1,0
UNKNOWN,Take-off run,Unknown bird - small,UNKNOWN,0,0
UNKNOWN,En Route,Unknown bird - medium,UNKNOWN,4350,0
UNKNOWN,Landing Roll,Unknown bird - small,UNKNOWN,0,0
UNKNOWN,nan,American robin,UNKNOWN,-1,0
UNKNOWN,Descent,American robin,UNKNOWN,6500,0
UNKNOWN,Take-off run,Barn swallow,UNKNOWN,0,0
UNKNOWN,Landing Roll,Unknown bird - small,UNKNOWN,0,0
UNKNOWN,Descent,Pectoral sandpiper,UNKNOWN,9500,0
UNKNOWN,Take-off run,Glaucous-winged gull,UNKNOWN,0,0
UNKNOWN,Climb,Unknown bird - small,UNKNOWN,500,0
UNKNOWN,nan,Vaux's swift,UNKNOWN,-1,0
UNKNOWN,Approach,Sparrows,UNKNOWN,100,0
UNKNOWN,nan,American kestrel,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird,UNKNOWN,2200,0
UNKNOWN,Take-off run,European starling,UNKNOWN,0,0
UNKNOWN,Approach,American wigeon,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird,UNKNOWN,50,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,3000,0
UNKNOWN,Take-off run,Unknown bird - small,UNKNOWN,0,0
UNKNOWN,Climb,Bank swallow,UNKNOWN,25,0
UNKNOWN,nan,Horned lark,UNKNOWN,-1,0
UNKNOWN,Landing Roll,Gulls,UNKNOWN,0,0
UNKNOWN,Climb,Barn swallow,UNKNOWN,-1,0
UNKNOWN,nan,Cliff swallow,UNKNOWN,-1,0
UNKNOWN,nan,Lincoln's sparrow,UNKNOWN,-1,0
UNKNOWN,nan,Unknown bird,UNKNOWN,-1,0
UNKNOWN,nan,Swallows,UNKNOWN,-1,0
UNKNOWN,Approach,Mallard,UNKNOWN,-1,0
UNKNOWN,nan,Killdeer,UNKNOWN,-1,0
UNKNOWN,nan,Unknown bird - small,UNKNOWN,-1,0
UNKNOWN,Climb,Unknown bird - medium,UNKNOWN,200,0
UNKNOWN,nan,Eastern meadowlark,UNKNOWN,-1,0
UNKNOWN,nan,American robin,UNKNOWN,-1,0
UNKNOWN,nan,Northern shoveler,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird,UNKNOWN,-1,0
UNKNOWN,nan,Red-winged blackbird,UNKNOWN,-1,0
UNKNOWN,Climb,Bank swallow,UNKNOWN,100,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,200,0
UNKNOWN,Approach,Bufflehead,UNKNOWN,850,1
UNKNOWN,Approach,Unknown bird - medium,UNKNOWN,5000,0
UNKNOWN,Approach,Hawks,UNKNOWN,700,0
UNKNOWN,Descent,Unknown bird - small,UNKNOWN,8500,0
UNKNOWN,nan,Unknown bird,UNKNOWN,-1,0
UNKNOWN,nan,Red bat,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird,UNKNOWN,-1,0
UNKNOWN,nan,Killdeer,UNKNOWN,-1,0
UNKNOWN,nan,Brazilian free-tailed bat,UNKNOWN,-1,0
UNKNOWN,nan,Brown-headed cowbird,UNKNOWN,-1,0
UNKNOWN,En Route,Unknown bird - large,UNKNOWN,1200,1
UNKNOWN,nan,Burrowing owl,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,-1,0
UNKNOWN,Take-off run,Unknown bird - small,UNKNOWN,0,0
UNKNOWN,nan,Swainson's thrush,UNKNOWN,-1,1
UNKNOWN,Approach,Unknown bird,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,2000,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,200,0
UNKNOWN,Approach,Unknown bird,UNKNOWN,-1,0
UNKNOWN,nan,Unknown bird - small,UNKNOWN,5000,0
UNKNOWN,nan,Unknown bird,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,2000,0
UNKNOWN,Climb,Gulls,UNKNOWN,20,0
UNKNOWN,nan,Western meadowlark,UNKNOWN,-1,0
UNKNOWN,Landing Roll,Mourning dove,UNKNOWN,0,0
UNKNOWN,Take-off run,Coyote,UNKNOWN,0,0
UNKNOWN,nan,Laughing gull,UNKNOWN,-1,0
UNKNOWN,nan,Common yellowthroat,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - medium,UNKNOWN,500,0
UNKNOWN,Approach,Unknown bird,UNKNOWN,2000,0
UNKNOWN,nan,American black duck,UNKNOWN,-1,0
UNKNOWN,nan,Eastern meadowlark,UNKNOWN,-1,0
UNKNOWN,Take-off run,Unknown bird - small,UNKNOWN,0,0
UNKNOWN,Approach,Unknown bird,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,2000,0
UNKNOWN,Approach,Unknown bird - medium,UNKNOWN,-1,0
UNKNOWN,nan,Mourning dove,UNKNOWN,-1,0
UNKNOWN,nan,Western meadowlark,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - medium,UNKNOWN,-1,0
UNKNOWN,nan,American kestrel,UNKNOWN,-1,0
UNKNOWN,Descent,Mourning dove,UNKNOWN,9000,1
UNKNOWN,nan,Barn swallow,UNKNOWN,-1,0
UNKNOWN,Landing Roll,Unknown bird - small,UNKNOWN,0,0
UNKNOWN,nan,Mourning dove,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,1200,0
UNKNOWN,nan,Western gull,UNKNOWN,-1,0
UNKNOWN,nan,Savannah sparrow,UNKNOWN,-1,0
UNKNOWN,nan,Barn swallow,UNKNOWN,-1,0
UNKNOWN,nan,Spotted dove,UNKNOWN,-1,0
UNKNOWN,Climb,Perching birds (y),UNKNOWN,3500,0
UNKNOWN,APPROACH,Unknown bird,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,3500,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,1300,0
UNKNOWN,nan,Barn swallow,UNKNOWN,-1,0
UNKNOWN,Approach,Pied-billed grebe,UNKNOWN,1000,0
UNKNOWN,Climb,Unknown bird,UNKNOWN,-1,0
UNKNOWN,Take-off run,Unknown bird,UNKNOWN,0,0
UNKNOWN,nan,American crow,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird,UNKNOWN,-1,0
UNKNOWN,nan,Unknown bird - small,UNKNOWN,-1,0
UNKNOWN,nan,Mourning dove,UNKNOWN,-1,0
UNKNOWN,En Route,Unknown bird - small,UNKNOWN,1000,0
UNKNOWN,Take-off run,Laughing gull,UNKNOWN,0,0
UNKNOWN,Approach,Gulls,UNKNOWN,1500,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,1500,0
UNKNOWN,Take-off run,Mourning dove,UNKNOWN,0,0
UNKNOWN,nan,Long-eared owl,UNKNOWN,-1,0
UNKNOWN,nan,Red-tailed hawk,UNKNOWN,-1,0
UNKNOWN,nan,Red-tailed hawk,UNKNOWN,-1,0
UNKNOWN,nan,Eastern meadowlark,UNKNOWN,-1,0
UNKNOWN,Climb,American robin,UNKNOWN,800,0
UNKNOWN,nan,Unknown bird - medium,UNKNOWN,-1,0
UNKNOWN,Take-off run,Eastern meadowlark,UNKNOWN,0,0
UNKNOWN,Take-off run,Unknown bird - small,UNKNOWN,0,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,20,0
UNKNOWN,nan,Red-tailed hawk,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,300,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,1000,0
UNKNOWN,nan,Gray catbird,UNKNOWN,-1,0
UNKNOWN,Landing Roll,Horned lark,UNKNOWN,0,0
UNKNOWN,nan,Western meadowlark,UNKNOWN,-1,0
UNKNOWN,nan,Meadowlarks,UNKNOWN,-1,0
UNKNOWN,Landing Roll,Barn owl,UNKNOWN,0,0
UNKNOWN,Climb,Unknown bird - small,UNKNOWN,500,0
UNKNOWN,nan,Meadowlarks,UNKNOWN,-1,0
UNKNOWN,nan,Unknown bird,UNKNOWN,-1,0
UNKNOWN,Approach,Wood warblers,UNKNOWN,7000,0
UNKNOWN,nan,Killdeer,UNKNOWN,-1,0
UNKNOWN,nan,Barn owl,UNKNOWN,-1,0
UNKNOWN,nan,Unknown bird,UNKNOWN,-1,0
UNKNOWN,nan,Short-eared owl,UNKNOWN,-1,0
UNKNOWN,nan,Western meadowlark,UNKNOWN,-1,0
UNKNOWN,nan,Ruby-crowned kinglet,UNKNOWN,-1,0
UNKNOWN,Landing Roll,Unknown bird - medium,UNKNOWN,0,0
UNKNOWN,Approach,Unknown bird - medium,UNKNOWN,500,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,2500,0
UNKNOWN,nan,Black-bellied plover,UNKNOWN,-1,0
UNKNOWN,nan,House wren,UNKNOWN,-1,0
UNKNOWN,En Route,Unknown bird - small,UNKNOWN,200,0
UNKNOWN,nan,Red bat,UNKNOWN,-1,0
UNKNOWN,Approach,American robin,UNKNOWN,3000,0
UNKNOWN,nan,Bank swallow,UNKNOWN,-1,0
UNKNOWN,Approach,Killdeer,UNKNOWN,10,0
UNKNOWN,Landing Roll,Cliff swallow,UNKNOWN,0,0
UNKNOWN,Climb,Cliff swallow,UNKNOWN,400,0
UNKNOWN,nan,House sparrow,UNKNOWN,-1,0
UNKNOWN,nan,Rock pigeon,UNKNOWN,-1,0
UNKNOWN,nan,Unknown bird - small,UNKNOWN,-1,0
UNKNOWN,Take-off run,House finch,UNKNOWN,0,0
UNKNOWN,Landing Roll,Unknown bird,UNKNOWN,0,0
UNKNOWN,nan,American kestrel,UNKNOWN,-1,0
UNKNOWN,nan,Doves,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - large,UNKNOWN,5000,0
UNKNOWN,nan,Unknown bird - small,UNKNOWN,-1,0
UNKNOWN,Approach,Gulls,UNKNOWN,-1,0
UNKNOWN,nan,Horned lark,UNKNOWN,-1,0
UNKNOWN,nan,Cliff swallow,UNKNOWN,-1,0
UNKNOWN,Landing Roll,Unknown bird,UNKNOWN,0,0
UNKNOWN,nan,Mourning dove,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - medium,UNKNOWN,2000,0
UNKNOWN,nan,Sparrows,UNKNOWN,-1,0
UNKNOWN,nan,Mourning dove,UNKNOWN,-1,0
UNKNOWN,nan,Unknown bird - medium,UNKNOWN,-1,0
UNKNOWN,nan,Red-tailed hawk,UNKNOWN,-1,0
UNKNOWN,Approach,Mallard,UNKNOWN,-1,0
UNKNOWN,Landing Roll,Unknown bird - medium,UNKNOWN,0,0
UNKNOWN,Approach,Gulls,UNKNOWN,500,0
UNKNOWN,nan,Horned lark,UNKNOWN,-1,1
UNKNOWN,Approach,Unknown bird,UNKNOWN,-1,0
UNKNOWN,Climb,Gulls,UNKNOWN,30,0
UNKNOWN,Climb,Snow bunting,UNKNOWN,75,0
UNKNOWN,Landing Roll,Barn swallow,UNKNOWN,0,0
UNKNOWN,Landing Roll,Horned lark,UNKNOWN,0,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,50,0
UNKNOWN,Approach,Unknown bird,UNKNOWN,500,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,500,0
UNKNOWN,nan,Mourning dove,UNKNOWN,-1,0
UNKNOWN,Approach,Swallows,UNKNOWN,7,0
UNKNOWN,Approach,Unknown bird - medium,UNKNOWN,3000,0
UNKNOWN,Climb,Broad-winged hawk,UNKNOWN,5000,1
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,20,0
UNKNOWN,Climb,Unknown bird,UNKNOWN,-1,0
UNKNOWN,Climb,Red-tailed hawk,UNKNOWN,5000,0
UNKNOWN,nan,Bobolink,UNKNOWN,-1,0
UNKNOWN,Take-off run,Cattle egret,UNKNOWN,0,0
UNKNOWN,Approach,Unknown bird - medium,UNKNOWN,-1,1
UNKNOWN,nan,American robin,UNKNOWN,-1,0
UNKNOWN,Landing Roll,Ruby-crowned kinglet,UNKNOWN,0,0
UNKNOWN,En Route,Unknown bird - large,UNKNOWN,300,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,100,0
UNKNOWN,nan,Burrowing owl,UNKNOWN,-1,0
UNKNOWN,nan,Barn swallow,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - large,UNKNOWN,800,0
UNKNOWN,nan,European starling,UNKNOWN,-1,0
UNKNOWN,Climb,Unknown bird,UNKNOWN,-1,0
UNKNOWN,nan,Rock pigeon,UNKNOWN,-1,0
UNKNOWN,nan,Short-eared owl,UNKNOWN,-1,0
UNKNOWN,Landing Roll,Gulls,UNKNOWN,0,0
UNKNOWN,nan,Yellow-rumped warbler,UNKNOWN,-1,0
UNKNOWN,Climb,Rock pigeon,UNKNOWN,5,0
UNKNOWN,Departure,Killdeer,UNKNOWN,-1,0
UNKNOWN,nan,Unknown bird,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - large,UNKNOWN,2900,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,1000,0
UNKNOWN,Approach,Greater sage-grouse,UNKNOWN,100,0
UNKNOWN,nan,Western meadowlark,UNKNOWN,-1,0
UNKNOWN,nan,European starling,UNKNOWN,-1,0
UNKNOWN,Landing Roll,Unknown bird,UNKNOWN,0,0
UNKNOWN,nan,Killdeer,UNKNOWN,-1,0
UNKNOWN,nan,Horned lark,UNKNOWN,-1,0
UNKNOWN,nan,Unknown bird,UNKNOWN,-1,0
UNKNOWN,nan,Eastern meadowlark,UNKNOWN,-1,0
UNKNOWN,nan,Red-tailed hawk,UNKNOWN,-1,0
UNKNOWN,Departure,Unknown bird,UNKNOWN,-1,0
UNKNOWN,Take-off run,Black francolin,UNKNOWN,0,0
UNKNOWN,nan,Red-tailed hawk,UNKNOWN,-1,0
UNKNOWN,nan,Microbats,UNKNOWN,-1,0
UNKNOWN,Approach,American robin,UNKNOWN,-1,0
UNKNOWN,Landing Roll,Least sandpiper,UNKNOWN,0,0
UNKNOWN,nan,Snowy owl,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird,UNKNOWN,-1,0
UNKNOWN,nan,Killdeer,UNKNOWN,-1,0
UNKNOWN,Take-off run,Unknown bird - medium,UNKNOWN,0,0
UNKNOWN,nan,Pacific golden-plover,UNKNOWN,-1,0
UNKNOWN,nan,Blackpoll warbler,UNKNOWN,-1,0
UNKNOWN,nan,Meadowlarks,UNKNOWN,-1,0
UNKNOWN,Approach,Savannah sparrow,UNKNOWN,-1,0
UNKNOWN,nan,Horned lark,UNKNOWN,-1,0
UNKNOWN,Climb,Unknown bird - medium,UNKNOWN,2000,0
UNKNOWN,Climb,Hermit thrush,UNKNOWN,3200,0
UNKNOWN,Approach,Unknown bird,UNKNOWN,700,0
UNKNOWN,Landing Roll,Unknown bird - small,UNKNOWN,0,0
UNKNOWN,nan,Dark-eyed junco,UNKNOWN,-1,0
UNKNOWN,nan,Swainson's thrush,UNKNOWN,-1,0
UNKNOWN,Climb,Unknown bird,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,50,0
UNKNOWN,nan,Killdeer,UNKNOWN,-1,0
UNKNOWN,nan,Killdeer,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,3000,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,200,0
UNKNOWN,nan,Horned lark,UNKNOWN,-1,0
UNKNOWN,Approach,New World Vultures,UNKNOWN,1000,0
UNKNOWN,nan,European starling,UNKNOWN,-1,0
UNKNOWN,nan,Unknown bird - small,UNKNOWN,-1,0
UNKNOWN,nan,Blue-winged warbler,UNKNOWN,-1,0
UNKNOWN,Approach,American kestrel,UNKNOWN,-1,0
UNKNOWN,nan,Microbats,UNKNOWN,-1,0
UNKNOWN,nan,Bank swallow,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - large,UNKNOWN,2000,0
UNKNOWN,Landing Roll,House finch,UNKNOWN,0,0
UNKNOWN,Approach,Gulls,UNKNOWN,500,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,5,0
UNKNOWN,Landing Roll,Mourning dove,UNKNOWN,0,0
UNKNOWN,Departure,Unknown bird,UNKNOWN,-1,0
UNKNOWN,nan,Northern mockingbird,UNKNOWN,-1,0
UNKNOWN,Climb,Unknown bird - small,UNKNOWN,100,0
UNKNOWN,Take-off run,Meadowlarks,UNKNOWN,0,0
UNKNOWN,Landing Roll,Red-tailed hawk,UNKNOWN,0,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,5000,0
UNKNOWN,Approach,Red-tailed hawk,UNKNOWN,20,0
UNKNOWN,nan,Rock pigeon,UNKNOWN,-1,0
UNKNOWN,nan,Grasshopper sparrow,UNKNOWN,-1,0
UNKNOWN,nan,Lark bunting,UNKNOWN,-1,0
UNKNOWN,nan,Tennessee warbler,UNKNOWN,-1,0
UNKNOWN,nan,Northern waterthrush,UNKNOWN,-1,0
UNKNOWN,nan,Mourning dove,UNKNOWN,-1,0
UNKNOWN,Climb,Unknown bird,UNKNOWN,500,0
UNKNOWN,nan,Mourning dove,UNKNOWN,-1,0
UNKNOWN,Approach,House finch,UNKNOWN,50,0
UNKNOWN,Take-off run,Unknown bird - small,UNKNOWN,0,0
UNKNOWN,Climb,Unknown bird,UNKNOWN,8000,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,3000,0
UNKNOWN,nan,Unknown bird,UNKNOWN,-1,0
UNKNOWN,Arrival,Mourning dove,UNKNOWN,-1,0
UNKNOWN,Approach,Bald eagle,UNKNOWN,50,0
UNKNOWN,Approach,European starling,UNKNOWN,50,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,30,0
UNKNOWN,nan,Barn owl,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - medium,UNKNOWN,3200,0
UNKNOWN,nan,Raccoon,UNKNOWN,-1,0
UNKNOWN,Landing Roll,Horned lark,UNKNOWN,0,0
UNKNOWN,Approach,Unknown bird - medium,UNKNOWN,900,0
UNKNOWN,Approach,American robin,UNKNOWN,2500,0
UNKNOWN,nan,European starling,UNKNOWN,-1,0
UNKNOWN,nan,Pacific golden-plover,UNKNOWN,-1,0
UNKNOWN,Climb,Meadowlarks,UNKNOWN,100,0
UNKNOWN,Departure,Yellow warbler,UNKNOWN,10000,0
UNKNOWN,nan,Barn swallow,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,200,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,800,0
UNKNOWN,Approach,Red-tailed hawk,UNKNOWN,400,1
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,10,0
UNKNOWN,nan,Rock pigeon,UNKNOWN,-1,0
UNKNOWN,nan,Mourning dove,UNKNOWN,-1,0
UNKNOWN,APPROACH,Hawks,UNKNOWN,-1,0
UNKNOWN,nan,Turkey vulture,UNKNOWN,-1,0
UNKNOWN,nan,Killdeer,UNKNOWN,-1,0
UNKNOWN,APPROACH,Unknown bird,UNKNOWN,-1,0
UNKNOWN,nan,Killdeer,UNKNOWN,-1,0
UNKNOWN,nan,Rock pigeon,UNKNOWN,-1,0
UNKNOWN,Take-off run,Unknown bird,UNKNOWN,0,0
UNKNOWN,Approach,Unknown bird - medium,UNKNOWN,1000,0
UNKNOWN,Approach,Barn swallow,UNKNOWN,5,0
UNKNOWN,Landing Roll,Unknown bird - small,UNKNOWN,0,0
UNKNOWN,Approach,Unknown bird - medium,UNKNOWN,5400,0
UNKNOWN,nan,American robin,UNKNOWN,-1,0
UNKNOWN,Climb,Unknown bird - medium,UNKNOWN,1500,0
UNKNOWN,nan,Black-bellied plover,UNKNOWN,-1,0
UNKNOWN,Departure,Unknown bird - small,UNKNOWN,-1,0
UNKNOWN,nan,Rock pigeon,UNKNOWN,-1,0
UNKNOWN,Take-off run,Unknown bird,UNKNOWN,0,0
UNKNOWN,nan,Barn swallow,UNKNOWN,-1,0
UNKNOWN,Climb,Unknown bird - small,UNKNOWN,900,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,150,0
UNKNOWN,nan,Sparrows,UNKNOWN,-1,0
UNKNOWN,nan,Perching birds (y),UNKNOWN,-1,0
UNKNOWN,nan,Eastern kingbird,UNKNOWN,-1,0
UNKNOWN,Landing Roll,Unknown bird - medium,UNKNOWN,0,0
UNKNOWN,Climb,Unknown bird - medium,UNKNOWN,3000,0
UNKNOWN,Climb,Cliff swallow,UNKNOWN,-1,0
UNKNOWN,nan,Cattle egret,UNKNOWN,-1,0
UNKNOWN,Take-off run,Horned lark,UNKNOWN,0,0
UNKNOWN,nan,Unknown bird,UNKNOWN,-1,0
UNKNOWN,Take-off run,Common grackle,UNKNOWN,0,0
UNKNOWN,Climb,Double-crested cormorant,UNKNOWN,500,0
UNKNOWN,Approach,Unknown bird,UNKNOWN,5000,0
UNKNOWN,nan,American kestrel,UNKNOWN,-1,0
UNKNOWN,nan,Common snipe,UNKNOWN,-1,0
UNKNOWN,nan,American coot,UNKNOWN,-1,0
UNKNOWN,nan,Killdeer,UNKNOWN,-1,0
UNKNOWN,nan,Mourning dove,UNKNOWN,-1,0
UNKNOWN,Landing Roll,Unknown bird,UNKNOWN,0,0
UNKNOWN,nan,Barn swallow,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,4000,0
UNKNOWN,nan,Buff-breasted sandpiper,UNKNOWN,-1,0
UNKNOWN,nan,Killdeer,UNKNOWN,-1,0
UNKNOWN,Descent,Unknown bird - small,UNKNOWN,3000,0
UNKNOWN,nan,Painted turtle,UNKNOWN,-1,0
UNKNOWN,nan,Unknown bird - small,UNKNOWN,-1,0
UNKNOWN,Arrival,Unknown bird - small,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird,UNKNOWN,3000,0
UNKNOWN,nan,Red-tailed hawk,UNKNOWN,-1,0
UNKNOWN,Approach,Sparrows,UNKNOWN,200,0
UNKNOWN,nan,Mourning dove,UNKNOWN,-1,0
